summary,journey_id,end,start
ISS assembly and supply.,5aa12800-4b31-11d6-8080-808080808080,2002-04-19 16:27:00.000+0000,2002-04-08 20:44:00.000+0000
Bring supplies to space center,5b99af00-0fc0-11ee-8080-808080808080,2023-03-08 23:29:35.000+0000,2023-01-23 08:28:55.000+0000
Deploy new internet beacons,1f5b5400-0faa-11ee-8080-808080808080,2023-07-24 08:56:52.000+0000,2023-06-02 18:28:22.000+0000
Deploy new internet beacons,91e3b400-0b12-11ee-8080-808080808080,2023-03-01 13:43:40.000+0000,2023-03-01 06:44:21.000+0000
Deploy satellites,4117a700-0173-11ee-8080-808080808080,2023-08-13 05:41:48.000+0000,2023-02-17 03:02:21.000+0000
Deploy satellites,96685700-fe07-11ed-8080-808080808080,2023-08-25 00:30:32.000+0000,2023-06-20 23:15:34.000+0000
Land on Mars,b205b780-f873-11ed-8080-808080808080,2023-07-15 07:42:11.000+0000,2023-01-29 18:15:43.000+0000
Find new forms of life,220e0100-eb44-11ed-8080-808080808080,2023-12-03 04:03:12.000+0000,2023-11-04 16:03:01.000+0000
Go to edge of solar system,e3754280-e07d-11ed-8080-808080808080,2023-12-22 08:56:41.000+0000,2023-04-10 19:53:53.000+0000
Deploy new internet beacons,1c210780-dffd-11ed-8080-808080808080,2023-07-02 05:03:18.000+0000,2023-05-22 07:38:51.000+0000
Deploy new internet beacons,7be18f00-dd2d-11ed-8080-808080808080,2023-08-18 16:07:27.000+0000,2023-08-12 18:06:35.000+0000
Ultraviolet astronomy studies.,67c45400-545b-11ce-8080-808080808080,1995-03-18 21:48:00.000+0000,1995-03-02 06:38:00.000+0000
"Classified US Department of Defense primary payload, reportedly a reconnaissance satellite. Miscellaneous unclassified science experiments.",8c40e400-d038-11cb-8080-808080808080,1992-12-09 20:45:00.000+0000,1992-12-02 13:26:00.000+0000
Mir crew rotation and resupply.,8f5ef000-939c-11d1-8080-808080808080,1998-01-31 22:35:00.000+0000,1998-01-23 02:48:00.000+0000
Push the boundaries of human exploration,c1247080-fab6-11f3-8080-808080808080,2028-06-11 03:28:07.000+0000,2028-01-23 08:37:15.000+0000
Test new spacecraft model,3f18b900-df06-11f3-8080-808080808080,2028-10-06 03:32:19.000+0000,2028-07-12 23:51:59.000+0000
Tourist flight,b15a1100-d815-11f3-8080-808080808080,2028-06-26 15:08:15.000+0000,2028-03-11 18:08:10.000+0000
Deploy new internet beacons,5eaf2880-c25a-11f3-8080-808080808080,2028-12-26 08:22:48.000+0000,2028-05-27 22:21:56.000+0000
Push the boundaries of human exploration,14e5ea00-bf9d-11f3-8080-808080808080,2028-10-26 11:53:47.000+0000,2028-07-20 03:51:17.000+0000
Land on Mars,c7c1f980-bcb8-11f3-8080-808080808080,2028-10-08 22:22:39.000+0000,2028-01-27 19:16:56.000+0000
Find new forms of life,125ce680-b78c-11f3-8080-808080808080,2028-10-16 11:31:51.000+0000,2028-09-29 21:13:41.000+0000
Go to edge of solar system,4edb4780-af2d-11f3-8080-808080808080,2028-03-19 01:49:46.000+0000,2028-02-19 03:57:58.000+0000
Test new spacecraft model,4cdf9d00-aec9-11f3-8080-808080808080,2028-08-13 14:19:59.000+0000,2028-04-02 19:23:08.000+0000
Deploy satellites,b8534b80-ae84-11f3-8080-808080808080,2028-10-12 00:16:21.000+0000,2028-06-04 19:11:27.000+0000
ISS crew rotation.,b2df8000-7327-11e7-8080-808080808080,2017-12-14 00:00:00.000+0000,2017-07-28 00:00:00.000+0000
Lunar landing aborted following explosion en route.,b74e8600-6d07-11b2-8080-808080808080,1970-04-17 18:07:00.000+0000,1970-04-11 19:13:00.000+0000
"Microgravity, human physiology and life sciences research.",dbec9600-caaa-11cf-8080-808080808080,1996-07-07 12:36:00.000+0000,1996-06-20 14:49:00.000+0000
Life sciences experiments. Earth observations and study of aurora borealis. First Pole in space (Hermaszewski).,01c2fa00-a188-11bb-8080-808080808080,1978-07-05 13:29:00.000+0000,1978-06-27 15:27:00.000+0000
"Spacelab life sciences mission, studying humans, rodents and jellyfish.",16b56400-232c-11ca-8080-808080808080,1991-06-14 15:40:00.000+0000,1991-06-05 13:26:00.000+0000
First winged craft in space. Reached altitude of 106km.,6972c000-e0e5-11aa-8080-808080808080,1963-07-19 00:11:00.000+0000,1963-07-19 00:00:00.000+0000
Delivery of final solar power generation module and crew rotation,3a11c000-10f4-11de-8080-808080808080,2009-03-29 00:00:00.000+0000,2009-03-15 00:00:00.000+0000
First French citizen in space (Chr̩tien).,39556e00-1b44-11c0-8080-808080808080,1982-07-02 14:19:00.000+0000,1982-06-24 16:29:00.000+0000
ISS crew rotation.,7be24000-5e4e-11e0-8080-808080808080,2011-09-16 00:00:00.000+0000,2011-04-04 00:00:00.000+0000
Tested Lunar Module in low Earth orbit.,e95db800-2f4b-11b1-8080-808080808080,1969-03-13 12:00:00.000+0000,1969-03-03 11:00:00.000+0000
Tourist flight,da68a880-871d-11f2-8080-808080808080,2027-04-25 14:03:28.000+0000,2027-01-04 21:47:04.000+0000
Bring supplies to space center,a0de4480-8547-11f2-8080-808080808080,2027-10-29 11:01:20.000+0000,2027-02-13 09:58:22.000+0000
Tourist flight,6b94f380-839b-11f2-8080-808080808080,2027-11-01 07:40:10.000+0000,2027-04-10 01:33:33.000+0000
Find new forms of life,9a98eb80-7e16-11f2-8080-808080808080,2027-12-01 20:29:14.000+0000,2027-11-06 15:20:46.000+0000
Tourist flight,e59d7800-77f2-11f2-8080-808080808080,2027-11-25 07:50:10.000+0000,2027-03-21 15:41:12.000+0000
Deploy satellites,69cffc80-771a-11f2-8080-808080808080,2027-09-10 20:41:33.000+0000,2027-06-12 15:48:29.000+0000
Deploy new internet beacons,502add00-6e1d-11f2-8080-808080808080,2027-10-11 18:32:35.000+0000,2027-04-07 03:41:31.000+0000
Tourist flight,fee2ae00-6a16-11f2-8080-808080808080,2027-09-13 01:43:01.000+0000,2027-06-14 23:54:29.000+0000
Find new forms of life,f7bc2b80-6550-11f2-8080-808080808080,2027-11-12 16:04:55.000+0000,2027-02-11 12:24:20.000+0000
Push the boundaries of human exploration,d9c05580-54d3-11f2-8080-808080808080,2027-06-22 20:34:17.000+0000,2027-03-09 11:54:00.000+0000
ISS assembly and supply. Delivery of Destiny Laboratory Module.,c1b92600-fd4e-11d4-8080-808080808080,2001-02-20 20:33:00.000+0000,2001-02-07 23:13:00.000+0000
Capture and return to Earth of Space Flyer Unit (Japanese microgravity research spacecraft).,1e60ac00-6c4c-11cf-8080-808080808080,1996-09-02 07:42:00.000+0000,1996-02-21 12:34:00.000+0000
Miscellaneous scientific experiments.,08a10600-3759-11cd-8080-808080808080,1994-03-18 13:10:00.000+0000,1994-03-04 13:53:00.000+0000
ISS crew rotation.,4bfa4000-255c-11e7-8080-808080808080,2017-09-03 00:00:00.000+0000,2017-04-20 00:00:00.000+0000
ISS crew rotation. First Brazilian in space (Pontes).,21860000-bf80-11da-8080-808080808080,2006-09-29 00:00:00.000+0000,2006-03-30 00:00:00.000+0000
Deploy new internet beacons,13483a80-319a-11ef-8080-808080808080,2024-08-09 15:58:05.000+0000,2024-02-28 13:15:34.000+0000
Find new forms of life,fe68a880-3193-11ef-8080-808080808080,2024-09-15 19:18:14.000+0000,2024-03-21 02:29:54.000+0000
Bring supplies to space center,c6ba6d80-29e9-11ef-8080-808080808080,2024-08-10 01:22:46.000+0000,2024-02-05 05:17:17.000+0000
Find new forms of life,f7edf600-2530-11ef-8080-808080808080,2024-07-12 19:52:25.000+0000,2024-01-16 22:51:25.000+0000
Test new spacecraft model,d9253a80-2503-11ef-8080-808080808080,2024-11-15 13:30:55.000+0000,2024-08-11 19:15:23.000+0000
Find new forms of life,dd33aa00-1d04-11ef-8080-808080808080,2024-05-22 06:11:06.000+0000,2024-04-25 12:04:28.000+0000
Bring passengers to the moon,93ab3c80-1a30-11ef-8080-808080808080,2024-04-16 19:11:08.000+0000,2024-03-12 21:38:27.000+0000
Push the boundaries of human exploration,eddab080-182a-11ef-8080-808080808080,2024-10-14 14:34:38.000+0000,2024-09-12 08:52:24.000+0000
Bring passengers to the moon,bc2cf100-1727-11ef-8080-808080808080,2024-10-20 02:57:00.000+0000,2024-04-02 07:12:39.000+0000
Deploy new internet beacons,f3563d80-113c-11ef-8080-808080808080,2024-11-16 06:34:54.000+0000,2024-05-13 02:25:20.000+0000
ISS crew rotation.,98ae8e00-ad47-11d9-8080-808080808080,2005-10-11 01:09:00.000+0000,2005-04-15 00:45:00.000+0000
Deployment of Upper Atmosphere Research Satellite (UARS).,36d59a00-7149-11ca-8080-808080808080,1991-09-18 07:38:00.000+0000,1991-09-12 23:11:00.000+0000
First successful docking with Salyut 6.,92b6da00-04b1-11bb-8080-808080808080,1978-03-16 11:19:00.000+0000,1977-12-10 01:19:00.000+0000
Go to edge of solar system,53cb7a00-b8da-11ef-8080-808080808080,2024-11-01 21:45:46.000+0000,2024-10-20 18:21:58.000+0000
Land on Mars,9b930600-a5a7-11ef-8080-808080808080,2024-12-19 10:15:20.000+0000,2024-11-18 12:21:16.000+0000
Bring supplies to space center,5b822100-9921-11ef-8080-808080808080,2024-06-10 00:23:26.000+0000,2024-01-08 06:28:15.000+0000
Land on Mars,313b6700-8f10-11ef-8080-808080808080,2024-11-15 11:45:20.000+0000,2024-06-07 19:26:33.000+0000
Test new spacecraft model,0f73f500-7198-11ef-8080-808080808080,2024-10-20 05:50:23.000+0000,2024-01-13 04:04:07.000+0000
Bring passengers to the moon,543e5400-70e4-11ef-8080-808080808080,2024-08-06 23:14:01.000+0000,2024-01-08 22:34:19.000+0000
Land on Mars,10227580-5c44-11ef-8080-808080808080,2024-03-27 15:37:21.000+0000,2024-02-27 16:48:27.000+0000
Crew rotation,0ea51780-5816-11ef-8080-808080808080,2024-07-11 14:28:17.000+0000,2024-01-18 08:51:57.000+0000
Land on Mars,a6c23d80-466a-11ef-8080-808080808080,2024-09-17 00:40:52.000+0000,2024-03-15 20:08:40.000+0000
Bring supplies to space center,b91df500-4034-11ef-8080-808080808080,2024-12-20 12:02:59.000+0000,2024-09-13 06:18:58.000+0000
"ISS crew rotation, outfitting and resupply.",079df400-13b8-11d5-8080-808080808080,2001-03-21 07:31:00.000+0000,2001-03-08 11:42:00.000+0000
Microgravity experiments. Reflight of curtailed STS-83 mission.,1d765c00-f23c-11d0-8080-808080808080,1997-07-17 10:46:00.000+0000,1997-07-01 18:02:00.000+0000
Second human spaceflight of the Peoples Republic of China.,837aa800-3abb-11da-8080-808080808080,2005-10-16 20:33:00.000+0000,2005-10-12 01:00:00.000+0000
ISS assembly and supply. Delivery of PLM. Delivery of Robonaut. Final mission of Discovery.,05c60000-3fa9-11e0-8080-808080808080,2011-03-09 00:00:00.000+0000,2011-02-24 00:00:00.000+0000
Failed to dock with unmanned Soyuz 2.,4f1fcc00-caa2-11b0-8080-808080808080,1968-10-30 07:24:00.000+0000,1968-10-26 08:34:00.000+0000
Second Spacelab mission; microgravity experiments. Observation of behaviour of monkeys and rodents in space.,08df9800-4c7d-11c3-8080-808080808080,1985-05-06 16:13:00.000+0000,1985-04-29 16:04:00.000+0000
Go to edge of solar system,35745900-4089-11f0-8080-808080808080,2025-12-28 17:34:53.000+0000,2025-11-13 01:00:55.000+0000
Bring supplies to space center,89b79900-30da-11f0-8080-808080808080,2025-04-21 02:29:41.000+0000,2025-02-02 09:09:13.000+0000
Test new spacecraft model,e51d6c00-2682-11f0-8080-808080808080,2025-08-01 07:24:40.000+0000,2025-02-05 05:49:03.000+0000
Bring passengers to the moon,b644cd00-2665-11f0-8080-808080808080,2025-12-29 16:04:03.000+0000,2025-09-21 11:14:13.000+0000
Deploy satellites,43b64d80-1eff-11f0-8080-808080808080,2025-10-26 14:29:27.000+0000,2025-08-10 12:06:08.000+0000
Bring supplies to space center,b9cd3700-1a5d-11f0-8080-808080808080,2025-12-03 01:40:40.000+0000,2025-11-18 18:40:36.000+0000
Crew rotation,d312e100-1149-11f0-8080-808080808080,2025-07-12 22:32:19.000+0000,2025-01-23 18:54:28.000+0000
Tourist flight,5f004f80-08a4-11f0-8080-808080808080,2025-08-23 17:10:04.000+0000,2025-08-07 04:26:56.000+0000
Bring passengers to the moon,5cc2d480-0855-11f0-8080-808080808080,2025-03-14 13:25:53.000+0000,2025-02-02 09:58:36.000+0000
Bring supplies to space center,74593080-04d6-11f0-8080-808080808080,2025-12-10 20:26:01.000+0000,2025-06-08 11:51:36.000+0000
Third human spaceflight and first spacewalk for China.,e56e8000-8a94-11dd-8080-808080808080,2008-09-28 00:00:00.000+0000,2008-09-25 00:00:00.000+0000
Final space shuttle R&D flight. Miscellaneous scientific experiments plus classified US Air Force payload.,49af5800-1d93-11c0-8080-808080808080,1982-07-04 16:09:00.000+0000,1982-06-27 15:00:00.000+0000
Push the boundaries of human exploration,0c93ab80-9ca1-11f4-8080-808080808080,2029-12-18 21:51:16.000+0000,2029-02-26 09:04:52.000+0000
Find new forms of life,18964500-9b9d-11f4-8080-808080808080,2029-09-13 04:49:14.000+0000,2029-03-20 16:15:17.000+0000
Find new forms of life,7cf95780-9625-11f4-8080-808080808080,2029-02-25 16:57:53.000+0000,2029-02-17 10:58:45.000+0000
Find new forms of life,14913480-8836-11f4-8080-808080808080,2029-11-11 20:48:21.000+0000,2029-06-09 18:29:25.000+0000
Tourist flight,ddda7d80-827b-11f4-8080-808080808080,2029-12-14 02:54:24.000+0000,2029-12-08 21:20:10.000+0000
Deploy new internet beacons,9093d880-81b5-11f4-8080-808080808080,2029-05-27 06:29:46.000+0000,2029-02-28 20:16:23.000+0000
Deploy satellites,e7a00a80-7b30-11f4-8080-808080808080,2029-12-18 19:24:47.000+0000,2029-06-01 13:46:50.000+0000
Test new spacecraft model,1b0e2c80-77f3-11f4-8080-808080808080,2029-09-10 02:05:59.000+0000,2029-07-18 12:20:18.000+0000
Test new spacecraft model,e866f880-7594-11f4-8080-808080808080,2029-03-25 12:35:21.000+0000,2029-03-04 15:12:17.000+0000
Bring passengers to the moon,1ce99e80-751a-11f4-8080-808080808080,2029-09-20 19:08:30.000+0000,2029-09-08 00:45:53.000+0000
Microgravity experiments. Mission cut short due to fuel cell problems.,6e9bb000-ad20-11d0-8080-808080808080,1997-04-08 18:33:00.000+0000,1997-04-04 19:20:00.000+0000
ISS crew rotation.,4271c000-07de-11e0-8080-808080808080,2011-05-24 00:00:00.000+0000,2010-12-15 00:00:00.000+0000
ISS crew rotation and assembly,e5cf0000-80fa-11dc-8080-808080808080,2007-11-07 00:00:00.000+0000,2007-10-23 00:00:00.000+0000
"First mission for the U.S. Department of Defense. Classified payload, possibly intelligence-gathering satellite.",90d58200-01f6-11c3-8080-808080808080,1985-01-27 21:28:00.000+0000,1985-01-24 19:55:00.000+0000
Miscellaneous scientific experiments. First Vietnamese and first Asian outside USSR in space (Tuan).,68589600-f47c-11bd-8080-808080808080,1980-07-31 15:15:00.000+0000,1980-07-23 18:33:00.000+0000
ISS crew rotation and assembly,33374000-1553-11dc-8080-808080808080,2007-06-22 00:00:00.000+0000,2007-06-08 00:00:00.000+0000
ISS crew rotation.,4d06ea00-91b0-11d8-8080-808080808080,2004-04-30 00:11:00.000+0000,2004-04-19 03:19:00.000+0000
ISS crew rotation. First female space tourist (Ansari). First Persian in space (Ansari).,a0930000-46a8-11db-8080-808080808080,2007-04-21 00:00:00.000+0000,2006-09-18 00:00:00.000+0000
International Microgravity Laboratory-1 (IML-1). Life sciences and materials processing experiments. First Canadian woman in space (Bondar).,5fbb2800-d8bd-11ca-8080-808080808080,1992-01-30 16:07:00.000+0000,1992-01-22 14:52:00.000+0000
ISS crew rotation.,b9b30000-2b66-11e1-8080-808080808080,2012-07-01 00:00:00.000+0000,2011-12-21 00:00:00.000+0000
Mir crew rotation.,ce260600-98c6-11d1-8080-808080808080,1998-02-19 09:10:00.000+0000,1998-01-29 16:33:00.000+0000
ISS crew rotation.,8e2b4000-691c-11e8-8080-808080808080,2018-12-20 00:00:00.000+0000,2018-06-06 00:00:00.000+0000
ISS crew rotation.,8dc74000-5105-11e5-8080-808080808080,2016-03-02 00:00:00.000+0000,2015-09-02 00:00:00.000+0000
Crew rotation,9df6d400-f487-11f5-8080-808080808080,2030-02-24 00:03:57.000+0000,2030-01-05 19:28:54.000+0000
Go to edge of solar system,22b39f00-effd-11f5-8080-808080808080,2030-06-07 03:01:13.000+0000,2030-02-14 04:10:47.000+0000
Go to edge of solar system,a8e5d500-e569-11f5-8080-808080808080,2030-10-17 03:26:13.000+0000,2030-07-23 11:07:35.000+0000
Bring passengers to the moon,61255780-e45c-11f5-8080-808080808080,2030-02-13 18:50:10.000+0000,2030-01-02 22:56:45.000+0000
Tourist flight,b3d82280-e40e-11f5-8080-808080808080,2030-08-19 00:58:30.000+0000,2030-04-09 16:36:31.000+0000
Crew rotation,7e6e1a00-c4dd-11f5-8080-808080808080,2030-11-03 10:19:11.000+0000,2030-08-19 22:36:04.000+0000
Go to edge of solar system,79849000-bb05-11f5-8080-808080808080,2030-08-04 18:36:04.000+0000,2030-06-16 08:08:50.000+0000
Push the boundaries of human exploration,e3648600-b237-11f5-8080-808080808080,2030-12-24 18:28:37.000+0000,2030-12-17 05:23:49.000+0000
Bring supplies to space center,fdca2280-b0c4-11f5-8080-808080808080,2030-07-20 05:47:37.000+0000,2030-04-02 12:50:58.000+0000
Land on Mars,50fa9180-b041-11f5-8080-808080808080,2030-03-10 17:20:40.000+0000,2030-01-21 16:47:28.000+0000
Find new forms of life,73e1ee00-cd56-11eb-8080-808080808080,2021-12-06 00:28:19.000+0000,2021-11-19 02:35:24.000+0000
Find new forms of life,f94c7080-cac0-11eb-8080-808080808080,2021-11-09 23:15:39.000+0000,2021-03-04 00:49:31.000+0000
Land on Mars,ca13d600-c818-11eb-8080-808080808080,2021-12-07 01:56:39.000+0000,2021-06-08 05:17:16.000+0000
Deploy new internet beacons,9f255880-c645-11eb-8080-808080808080,2021-12-15 07:25:40.000+0000,2021-01-11 11:54:58.000+0000
Tourist flight,0f827d00-c480-11eb-8080-808080808080,2021-11-15 10:09:58.000+0000,2021-04-07 09:25:06.000+0000
Deploy new internet beacons,a6263f80-c395-11eb-8080-808080808080,2021-12-28 15:16:38.000+0000,2021-07-01 12:22:28.000+0000
Tourist flight,82f03e80-bfe9-11eb-8080-808080808080,2021-07-01 20:25:21.000+0000,2021-06-05 21:33:09.000+0000
Go to edge of solar system,f25d2400-bf3e-11eb-8080-808080808080,2021-07-26 16:52:44.000+0000,2021-05-28 19:18:41.000+0000
Crew rotation,9d66c400-bdff-11eb-8080-808080808080,2021-12-26 09:10:17.000+0000,2021-03-15 23:40:55.000+0000
Push the boundaries of human exploration,725c3780-bac2-11eb-8080-808080808080,2021-11-15 03:39:19.000+0000,2021-05-02 22:52:24.000+0000
Crew rotation,1c5ddb00-f8c7-11f2-8080-808080808080,2027-07-03 10:46:19.000+0000,2027-02-24 15:59:55.000+0000
Land on Mars,485cda80-be07-11f2-8080-808080808080,2027-08-06 17:49:17.000+0000,2027-07-11 18:38:26.000+0000
Bring passengers to the moon,abd45480-b61e-11f2-8080-808080808080,2027-11-06 16:21:51.000+0000,2027-04-05 12:43:14.000+0000
Push the boundaries of human exploration,c7d94180-a436-11f2-8080-808080808080,2027-02-10 17:06:56.000+0000,2027-01-25 18:21:19.000+0000
Find new forms of life,b9503480-a327-11f2-8080-808080808080,2027-04-24 08:16:30.000+0000,2027-03-16 02:46:31.000+0000
Deploy new internet beacons,2cbbbd00-9c29-11f2-8080-808080808080,2027-09-15 15:00:43.000+0000,2027-02-09 15:52:25.000+0000
Deploy new internet beacons,e3a4f980-9906-11f2-8080-808080808080,2027-09-02 04:23:33.000+0000,2027-03-29 11:32:53.000+0000
Deploy satellites,2738c880-941a-11f2-8080-808080808080,2027-12-27 12:16:32.000+0000,2027-08-23 21:01:29.000+0000
Find new forms of life,1a7c6080-91df-11f2-8080-808080808080,2027-08-02 09:28:58.000+0000,2027-05-14 04:17:38.000+0000
Go to edge of solar system,cef9a800-8817-11f2-8080-808080808080,2027-05-27 21:38:08.000+0000,2027-05-02 23:34:43.000+0000
Mir crew rotation.,005eea00-3292-11d2-8080-808080808080,1999-08-28 00:35:00.000+0000,1998-08-13 09:43:00.000+0000
Solar observations. Wake Shield Facility-2 deployment.,1a9fce00-e927-11ce-8080-808080808080,1995-09-18 11:38:00.000+0000,1995-09-07 15:09:00.000+0000
"ISS crew rotation, assembly and supply.",45930c00-78ca-11d6-8080-808080808080,2002-06-15 17:58:00.000+0000,2002-06-05 21:22:00.000+0000
First live TV from U.S. astronaut.,2a9f6000-ae3f-11aa-8080-808080808080,1963-05-16 23:24:00.000+0000,1963-05-15 13:04:00.000+0000
First American to visit Mir (Thagard).,9f20f200-5dc5-11ce-8080-808080808080,1995-07-07 14:55:00.000+0000,1995-03-14 06:11:00.000+0000
ISS construction and supply.,c62b5200-2d6d-11d4-8080-808080808080,2000-05-29 06:20:00.000+0000,2000-05-19 10:11:00.000+0000
Mir crew rotation.,27472000-6b66-11cb-8080-808080808080,1992-08-10 01:05:00.000+0000,1992-07-27 06:08:00.000+0000
ISS crew rotation.,9dbbc000-ecfa-11de-8080-808080808080,2010-06-02 00:00:00.000+0000,2009-12-20 00:00:00.000+0000
International Microgravity Laboratory-2: miscellaneous microgravity experiments. First Japanese woman in space (Naito-Mukai).,a85a0200-9a73-11cd-8080-808080808080,1994-07-23 10:39:00.000+0000,1994-07-08 16:43:00.000+0000
Failed to reach orbit due to malfunction.,a7984400-02ec-11b8-8080-808080808080,1975-04-05 11:23:00.000+0000,1975-04-05 11:02:00.000+0000
Crew rotation,92267800-d67d-11f6-8080-808080808080,2031-12-12 00:50:18.000+0000,2031-11-13 11:20:14.000+0000
Go to edge of solar system,f5906d00-d340-11f6-8080-808080808080,2031-07-06 15:29:35.000+0000,2031-04-19 03:08:32.000+0000
Deploy satellites,ab27b880-d1a7-11f6-8080-808080808080,2031-11-28 15:24:55.000+0000,2031-04-27 03:17:11.000+0000
Bring passengers to the moon,7c748400-cc75-11f6-8080-808080808080,2031-02-02 06:47:08.000+0000,2031-01-14 09:14:08.000+0000
Bring passengers to the moon,361b9580-c675-11f6-8080-808080808080,2031-12-25 00:41:00.000+0000,2031-08-23 20:56:01.000+0000
Find new forms of life,f9c64080-bb70-11f6-8080-808080808080,2031-10-02 12:59:44.000+0000,2031-04-15 00:17:06.000+0000
Push the boundaries of human exploration,16bf9b80-b501-11f6-8080-808080808080,2031-07-09 06:52:34.000+0000,2031-06-08 07:10:43.000+0000
Bring passengers to the moon,8a28f980-ac33-11f6-8080-808080808080,2031-10-13 03:14:54.000+0000,2031-02-23 00:06:02.000+0000
Deploy satellites,f6b8d100-ab2b-11f6-8080-808080808080,2031-05-13 13:41:32.000+0000,2031-03-29 17:28:23.000+0000
Go to edge of solar system,ec829400-a806-11f6-8080-808080808080,2031-08-01 12:13:57.000+0000,2031-03-15 17:00:21.000+0000
First crew transfer between space vehicles. First docking of two manned spacecraft.,27eef000-0a3c-11b1-8080-808080808080,1969-01-18 07:58:00.000+0000,1969-01-15 07:04:00.000+0000
,c1bf4a00-bb2c-11c3-8080-808080808080,1985-11-21 10:31:00.000+0000,1985-09-17 12:39:00.000+0000
First Indian in space (Sharma). Earth observation program. Life sciences and materials processing experiments.,ab1b3800-1924-11c2-8080-808080808080,1984-04-11 10:50:00.000+0000,1984-04-03 13:08:00.000+0000
Atmospheric Laboratory for Applications and Science-2 (ATLAS-2). Atmospheric and solar science research.,3b644200-33c2-11cc-8080-808080808080,1993-04-17 11:40:00.000+0000,1993-04-08 05:31:00.000+0000
Systems testing in preparation for joint Soviet-US space flight.,a7d2d800-a170-11b7-8080-808080808080,1974-12-08 08:03:00.000+0000,1974-12-02 09:40:00.000+0000
Find new forms of life,dd70d480-cceb-11f7-8080-808080808080,2032-06-15 18:23:08.000+0000,2032-01-03 05:32:24.000+0000
Find new forms of life,5fcbab00-cc90-11f7-8080-808080808080,2032-08-13 13:19:15.000+0000,2032-05-11 13:16:53.000+0000
Go to edge of solar system,cc59c680-c3c1-11f7-8080-808080808080,2032-07-26 09:21:32.000+0000,2032-05-20 00:16:08.000+0000
Deploy new internet beacons,4c701a80-ad89-11f7-8080-808080808080,2032-05-16 16:52:27.000+0000,2032-03-16 21:40:38.000+0000
Bring supplies to space center,0b129900-a62c-11f7-8080-808080808080,2032-12-15 20:20:45.000+0000,2032-05-04 18:25:00.000+0000
Deploy satellites,16889600-a540-11f7-8080-808080808080,2032-09-13 13:06:26.000+0000,2032-02-15 01:44:01.000+0000
Bring supplies to space center,2d928100-a3a4-11f7-8080-808080808080,2032-12-07 00:26:10.000+0000,2032-06-28 02:33:06.000+0000
Test new spacecraft model,94366400-a217-11f7-8080-808080808080,2032-12-03 20:01:45.000+0000,2032-09-13 08:40:12.000+0000
Bring passengers to the moon,fed59a00-a15a-11f7-8080-808080808080,2032-12-25 02:02:07.000+0000,2032-05-13 21:52:10.000+0000
Go to edge of solar system,a051f100-a145-11f7-8080-808080808080,2032-10-19 16:55:03.000+0000,2032-04-26 10:47:38.000+0000
ISS crew rotation. First South Korean in space (Yi)First second-generation cosmonaut (Volkov).,bb350000-04fe-11dd-8080-808080808080,2008-10-24 00:00:00.000+0000,2008-04-08 00:00:00.000+0000
Hubble Space Telescope deployed.,8e574800-e351-11c8-8080-808080808080,1990-04-29 13:44:00.000+0000,1990-04-24 12:28:00.000+0000
Go to edge of solar system,c2c7c000-6186-11f3-8080-808080808080,2028-12-19 20:16:01.000+0000,2028-06-25 06:14:58.000+0000
Bring supplies to space center,da8cca80-5c01-11f3-8080-808080808080,2028-04-12 21:33:00.000+0000,2028-04-03 14:35:17.000+0000
Land on Mars,5f1b2100-5be1-11f3-8080-808080808080,2028-10-07 16:05:49.000+0000,2028-01-22 06:45:07.000+0000
Tourist flight,f9299c00-5bd6-11f3-8080-808080808080,2028-09-22 12:48:01.000+0000,2028-05-15 19:55:38.000+0000
Bring supplies to space center,59aea400-595f-11f3-8080-808080808080,2028-10-29 18:57:53.000+0000,2028-06-23 07:01:07.000+0000
Push the boundaries of human exploration,517a7d00-50b2-11f3-8080-808080808080,2028-07-12 05:01:41.000+0000,2028-03-11 22:00:41.000+0000
Deploy satellites,f8550100-4f6c-11f3-8080-808080808080,2028-09-05 15:00:32.000+0000,2028-02-08 13:30:55.000+0000
Test new spacecraft model,57f6c380-4e2a-11f3-8080-808080808080,2028-04-15 00:37:53.000+0000,2028-04-05 13:55:31.000+0000
Go to edge of solar system,1ee8e700-4aea-11f3-8080-808080808080,2028-06-03 11:40:18.000+0000,2028-04-08 06:50:17.000+0000
Deploy satellites,0efce300-4aa9-11f3-8080-808080808080,2028-07-20 13:37:45.000+0000,2028-06-25 18:10:51.000+0000
First docking in space in history with Agena Target Vehicle Planned EVA canceled due to early re-entry necessitated by stuck thruster.,1f1ab600-dc75-11ad-8080-808080808080,1966-03-17 03:22:00.000+0000,1966-03-16 16:41:00.000+0000
First space rendezvous in history with Gemini 7.,57292600-94d9-11ad-8080-808080808080,1965-12-16 15:28:00.000+0000,1965-12-15 13:37:00.000+0000
First manual retrofire. Earth photography and study of liquids in weightless conditions.,e9d69600-9685-11a9-8080-808080808080,1962-05-24 18:41:00.000+0000,1962-05-24 13:45:00.000+0000
First manual rendezvous. Miscellaneous scientific experiments.,1c20b400-992f-11ae-8080-808080808080,1966-11-15 19:20:00.000+0000,1966-11-11 20:46:00.000+0000
Bring supplies to space center,cb081980-d26a-11f4-8080-808080808080,2029-04-18 18:14:57.000+0000,2029-02-28 16:50:29.000+0000
Bring passengers to the moon,e918f700-cec3-11f4-8080-808080808080,2029-11-22 20:01:19.000+0000,2029-10-02 06:52:27.000+0000
